ocid,buyer_name,buyer_id,title,desc,supplier,value,currency,date,detected_provider
ocds-hu01ve-7830779,ALMA MATER STUDIORUM UNIVERSITA  DI BOLOGNA,80007010376,,FORNITURA DI SCHEDE APPARATI CISCO MODELLO NEXUS 7009 E SWITCH ARUBA,,0.0,EUR,2023-02-22 13:51:23.250T12:00:00Z,aruba
ocds-hu01ve-7833879,AZIENDA TERRITORIALE PER L EDILIZIA RESIDENZIALE DELLA PROVINCIA DI GORIZIA,00051390318,,CONSULENZA SISTEMICA AMBIENTE MICROSOFT AZURE,MICROSYS INFORMATICA S.R.L.,43700.0,EUR,2023-01-08 16:43:58.314T12:00:00Z,microsoft
ocds-hu01ve-7834608,AGENZIA NAZIONALE PER L ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D IMPRESA S.P.A.,05678721001,,SOTTOSCRIZIONE TOIP  IN CONVENZIONE CONSIP TF5 (TELEFONIA FISSA 5) - FASTWEB 2020 - UFFICI DI BOLOGNA,,0.0,EUR,2023-02-22 13:48:10.348T12:00:00Z,fastweb
ocds-hu01ve-7836345,INSIEL SPA,00118410323,,ID 2970 FORNITURA IN NOLEGGIO DI LICENZE MICROSOFT DI TIPO SPLA ,COMPAREX ITALIA SRL,190000.0,EUR,2023-04-04 21:53:31.769T12:00:00Z,microsoft
ocds-hu01ve-7840150,UNIVERSITA DEGLI STUDI DI MILANO,80012650158,,FORNITURA DELL'APPARATO ODA (ORACLE DATABASE APPLIANCE) COMPRESO DEL SERVIZIO DI MANUTENZIONE DELLA DURATA DI 36 MESI E DELLA MIGRAZIONE DEI DB IN ESERCIZIO ,TAI SOFTWARE SOLUTION,164521.3,EUR,2023-03-15 09:51:46.596T12:00:00Z,oracle
ocds-hu01ve-7932324,SOCIETA METROPOLITANA ACQUE TORINO SPA,07937540016,,FORNITURA SUPPORTO APPLICATIVO SISTEMISTICO SULL'AMBIENTE IBM/HCL (ACQ_97771),S.A.N. S.R.L. - SYSTEMS APPLICATIONS NETWORKING,49500.0,EUR,2023-10-28 16:07:02.087T12:00:00Z,ibm
ocds-hu01ve-7972773,SPORT E SALUTE S.P.A.,07207761003,,PROCEDURA NEGOZIATA PER L’AFFIDAMENTO DEL SERVIZIO DI MAINTENANCE SAP,ALTEVIE TECHNOLOGIES S.R.L.,133420.0,EUR,2023-10-28 16:06:47.088T12:00:00Z,sap
ocds-hu01ve-7978157,ISTITUTO ZOOPROFILATTICO SPERIMENTALE DELLA PUGLIA E DELLA BASILICATA,00168430718,,SERVIZIO MANUTENTIVO ORACLE.,,0.0,EUR,2023-10-28 16:07:12.014T12:00:00Z,oracle
ocds-hu01ve-7979430,BORSA MERCI TELEMATICA ITALIANA S.C.P.A.,06044201009,,"ACQUISIZIONE DI CREDITI PER SERVIZI CLOUD IAAS/PAAS/SAAS DA CLOUD SERVICE PROVIDER E RELATIVI SERVIZI PROFESSIONALI FUNZIONALI ALL'ATTUAZIONE DEL PROGETTO 'FI.LE - FILIERA LEGALE', AMMESSO AL FINANZIA",,0.0,EUR,2023-10-28 16:06:58.296T12:00:00Z,cloud_generic
ocds-hu01ve-7984907,SOGEI SPA,02327910580,,LABORATORIO IBM Z DI SUPPORTO A DIPENDENTI SOGEI NELLE ATTIVITÀ IN AMBITO HARD SKILL FOCALIZZATA SUI SISTEMI IBM Z E PROGRAMMAZIONE COBOL - RDA 49958 - INIZIATIVA SOGEI 77/2020,IBM ITALIA S.P.A.,74000.0,EUR,2023-10-29 17:03:52.277T12:00:00Z,ibm
ocds-hu01ve-7985027,PROVINCIA DI LECCO,92013170136,,FORNITURA LICENZE DI POSTA ELETTRONICA MICROSOFT OFFICE 365 RELATIVAMENTE AL PERIODO: 1 GENNAIO 2021 - 31 DICEMBRE 2023,,0.0,EUR,2023-10-29 17:03:47.071T12:00:00Z,microsoft
ocds-hu01ve-7988817,"AGENZIA METROPOLITANA PER LA FORMAZIONE, L ORIENTAMENTO E IL LAVORO",08928300964,,LICENZE MICROSOFT,MICROSYS SRL,69187.2,EUR,2023-10-29 17:04:54.262T12:00:00Z,microsoft
ocds-hu01ve-7991049,HERA SPA,04245520376,,AMBITO SQ ENGINEERING,PRICEWATERHOUSECOOPERS ADVISORY S.P.A.|TECHEDGE S.P.A.|NTT DATA ITALIA S.P.A.|HP ENTERPRISE SERVICES ITALIA|EY ADVISORY S.P.A.|KPMG ADVISORY S.P.A.|CONSORZIO REPLY PUBLIC SECTOR|ENGINEERING D. HUB S.P.A.|ATOS ITALIA S.P.A.|DBA PROGETTI S.P.A.|LUTECH S.P.A.|TELECOM ITALIA S.P.A.,408333.33,EUR,2023-10-29 17:05:15.140T12:00:00Z,engineering
ocds-hu01ve-7991158,HERA SPA,04245520376,,AMBITO ORACLE,ATOS ITALIA S.P.A.|PRICEWATERHOUSECOOPERS|T.A.I. SOFTWARE SOLUTION|EY ADVISORY S.P.A.|ENGINEERING DHUB S.P.A.|TECHEDGE S.P.A.,633333.33,EUR,2023-10-29 17:04:44.084T12:00:00Z,oracle
ocds-hu01ve-7995826,GESTORE DEI SERVIZI ENERGETICI - GSE S.P.A.,05754381001,,FORNITURA DI LICENZE SOFTWARE MICROSOFT PER IL GESTORE DEI SERVIZI ENERGETICI A FRONTE DELLA CONVENZIONE CONSIP EA6,TELECOM ITALIA S.P.A.,1226265.12,EUR,2023-11-13 17:00:10.228T12:00:00Z,microsoft
ocds-hu01ve-7997228,COMUNE DI CREMONA,00297960197,,ADESIONE AL CONTRATTO QUADRO DENOMINATO SERVIZI DI GESTIONE DELLE IDENTITÀ DIGITALI E SICUREZZA APPLICATIVA - LOTTO 2 STIPULATO TRA CONSIP SPA E L'RTI AGGIUDICATARIO COMPOSTO DALLE AZIENDE LEONARDO-FI,LEONARDO - SOCIETA' PER AZIONI|IBM ITALIA S.P.A.|ATI SISTEMI INFORMATIVI-I&T- EXPRIVIA|FASTWEB SPA,44913.8,EUR,2023-10-29 17:05:15.836T12:00:00Z,ibm
ocds-hu01ve-7997444,ENAV S.P.A.,97016000586,,SERVIZI DI SUPPORTO 'MICROSOFT SERVICES PREMIER SUPPORT E PACKAGE',,0.0,EUR,2023-10-29 17:03:34.737T12:00:00Z,microsoft
ocds-hu01ve-7997601,AZIENDA USL DI BOLOGNA,02406911202,,ADESIONE ALLA CONVENZIONE CONSIP PER LA FORNITURA IN NOLEGGIO DI LICENZE MICROSOFT PER L'AUSLBO (2),TELECOM ITALIA SPA,910829.0,EUR,2023-10-29 17:05:13.613T12:00:00Z,microsoft
ocds-hu01ve-7997673,I.R.C.C.S. CENTRO NEUROLESI BONINO PULEJO,02733700831,,RINNOVO SERVIZI ACCOUNT G SUITE 2021,NOOVLE S.R.L.,90355.2,EUR,2023-10-29 17:04:32.565T12:00:00Z,google
ocds-hu01ve-7998411,AZIENDA USL DI BOLOGNA,02406911202,,ADESIONE ALLA CONVENZIONE CONSIP PER LA FORNITURA IN NOLEGGIO DI LICENZE MICROSOFT PER L'AUSLBO (1),TELECOM ITALIA SPA,257445.0,EUR,2023-10-29 17:04:18.551T12:00:00Z,microsoft
ocds-hu01ve-8001406,REGIONE AUTONOMA DELLA SARDEGNA,80002870923,,ACQUISIZIONE DEI SERVIZI DI EROGAZIONE SU CLOUD AMAZON AWS PER I SISTEMI DELL'ASSESSORATO DEL TURISMO,,0.0,EUR,2023-10-29 17:05:17.273T12:00:00Z,aws
ocds-hu01ve-8002301,ENTE NAZIONALE DI PREVIDENZA ED ASSISTENZA MEDICI,80015110580,,MANUTENZIONE ANNUALE SW LICENZE ORACLE,ORACLE ITALIA S.R.L.,55400.58,EUR,2023-10-29 17:04:52.651T12:00:00Z,oracle
ocds-hu01ve-8004377,AMG ENERGIA S.P.A.,04797170828,,RINNOVO MICROSOFT ENTERPRISE AGREEMENT 6 AMG ENERGIA SPA,,0.0,EUR,2023-10-29 17:04:07.594T12:00:00Z,microsoft
ocds-hu01ve-8006346,ACQUIRENTE UNICO,05877611003,,RINNOVO LICENZE MICROSOFT ENTERPRISE AGREEMENT (CONVENZIONE N. 5993293),TELECOM ITALIA S.P.A.,361052.64,EUR,2023-10-29 17:04:02.696T12:00:00Z,microsoft
ocds-hu01ve-8009935,TRENTINO DIGITALE S.P.A.,00990320228,,SERVIZIO DI MANUTENZIONE E SUPPORTO TECNICO PER IL PRODOTTO IBM SPECTRUM SUITE,DELTA INFORMATICA S.P.A.,54300.0,EUR,2023-10-29 17:03:42.345T12:00:00Z,ibm
ocds-hu01ve-8010410,AZIENDA SOCIO -SANITARIA TERRITORIALE RHODENSE,09323530965,,FORNITURA IN LOCAZIONE DELLE LICENZE ORACLE ANNO 2021,ORACLE ITALIA S.R.L.,50061.91,EUR,2023-10-29 17:04:09.369T12:00:00Z,oracle
ocds-hu01ve-8010712,ESTAR (ENTE DI SUPPORTO TECNICO AMMINISTRATIVO REGIONALE),06485540485,,TIM - 1357/2020 LICENZE WEBEX CISCO - FBM,ITECH INFORMATION TECHNOLOGY PROJECT E CONSULTING SRL|TELECOM ITALIA,150000.0,EUR,2023-10-29 17:05:16.916T12:00:00Z,tim
ocds-hu01ve-8010832,MINISTERO DEGLI AFFARI ESTERI E COOPERAZIONE INTERNAZIONALE,80213330584,,SERVIZI RELATIVI ALLA FORNITURA DI SUPPORTO TECNICO ORACLE,,0.0,EUR,2023-10-29 17:05:16.652T12:00:00Z,oracle
ocds-hu01ve-8011061,ASL NAPOLI 2 NORD,96024110635,,SERVIZI DI CLOUD COMPUTING - SPC CLOUD LOTTO 1 ,TELECOM ITALIA SPA|ENTERPRISE SERVICES ITALIA SRL|POSTEL SPA|POSTE ITALIANE SPA,77065.45,EUR,2023-10-29 17:04:24.757T12:00:00Z,cloud_generic
ocds-hu01ve-8012948,IT CITY US SPA,02102310345,,ACQUISTO LICENZE MICROSOFT REUSED,,0.0,EUR,2023-10-29 17:04:55.844T12:00:00Z,microsoft
ocds-hu01ve-8013435,COMUNE DI GENOVA,00856930102,,"ADESIONE AL CONTRATTO QUADRO CONSIP LOTTO 3 - SERVIZI DI CLOUD COMPUTING, DI SICUREZZA, DI REALIZZAZIONE DI PORTALI E SERVIZI ON-LINE E DI COOPERAZIONE APPLICATIVA PER LE PUBBLICHE AMMINISTRAZIONI"," INDRA ITALIA S.P.A., |PRICEWATERHOUSECOOPERS ADVISORY SPA|ALMAVIVA S.P.A.|ALMAWAVE S.P.A.",481147.0,EUR,2023-10-29 17:04:25.718T12:00:00Z,cloud_generic
ocds-hu01ve-8014475,ISPETTORATO TERRITORIALE DEL LAVORO DI TERNI-RIETI ITL TERNI - RIETI,97900660586,,"FORNITURA IN ADESIONE ALLA CONVENZIONE CONSIP 'LICENZE SOFTWARE MULTIBRAND ED. 3' - LOTTO 3, IBM PASSPORT PER IL RINNOVO DELLE LICENZE IBM (PART NUMBER: E04NZLL, E0BRZLL, E0BS1LL, E0MCNLL, E0Q5WLL, E0",CONVERGE S.P.A.,114330.1,EUR,2023-10-29 17:04:09.244T12:00:00Z,ibm
ocds-hu01ve-8014737,ISPETTORATO TERRITORIALE DEL LAVORO DI TERNI-RIETI ITL TERNI - RIETI,97900660586,,ACQUISTO DI UNA SOLUZIONE CLOUD IBM PER LA PREDISPOSIZIONE DI UN NUOVO AMBIENTE DESTINATO AD OSPITARE IL CICLO DI RILASCIO DEI NUOVI APPLICATIVI IN CORSO DI SVILUPPO NELL'AMBITO DEL PROGETTO DI REINGE,BLUEIT S.P.A.,74000.0,EUR,2023-10-29 17:04:42.109T12:00:00Z,ibm
ocds-hu01ve-8014992,ITALGAS ACQUA S.P.A.,10146450969,,SERVIZI INFORMATICI DI CLOUD COMPUTING PER LA GESTIONE DEI SERVIZI IT PER I SISTEMI DI SUPPORTO DEL BUSINESS IDRICO DI ITALGAS ACQUA PER L'ANNO 2021,EXP SOLUTION S.R.L.,290656.0,EUR,2023-10-29 17:04:24.364T12:00:00Z,cloud_generic
ocds-hu01ve-8015143,AZIENDA ULSS N.5 POLESANA,01013470297,,CONTRATTO DI MANUTENZIONE ASSISTENZA INFORMATICA N. 8 LICENZE ORACLE APPLICATIVI SANITARI ED AMMINISTRATIVO CONTABILI ANNO 2021,,0.0,EUR,2023-10-29 17:04:11.337T12:00:00Z,oracle
ocds-hu01ve-8015255,NOI SPA,02595720216,,FORNITURA DI CREDITI DI CLOUD COMPUTING - AWS,,0.0,EUR,2023-10-29 17:03:39.507T12:00:00Z,aws
ocds-hu01ve-8015442,HERA SPA,04245520376,,SISTEMA DUALE TARI+P - ATTIVAZIONE SERVIZI AZURE,AVANADE ITALY SRL,47953.0,EUR,2023-10-29 17:03:44.902T12:00:00Z,microsoft
ocds-hu01ve-8015758,MINISTERO INTERNO DIPARTIMENTO DELLA P.S.,80202230589,,PR.376.021 - LICENZE SOFTWARE MICROSOFT,TELECOM ITALIA S.P.A.,23572051.14,EUR,2023-10-29 17:03:49.538T12:00:00Z,microsoft
ocds-hu01ve-8016405,HERA SPA,04245520376,,COST OPTIMIZATION CANONI ACANTHO - DISMISSIONE MICROSOFT EXCHANGE ON PREMISE FASE 1.,AVANADE ITALY SRL,50400.0,EUR,2023-10-29 17:03:35.636T12:00:00Z,microsoft
ocds-hu01ve-8017001,AZIENDA OSPEDALIERA UNIVERSITARIA DI CATANIA,04721290874,,PROGETTO SCIENTIFICO PER IL GOVERNO DELL'ANTIBIOTICO RESISTENZA PSN - 2018 - 4.55. ACQUISTO DI UN CRUSCOTTO DIREZIONALE PER ANALISI REGIONALE ANTIBIOTICO RESISTENZA,,0.0,EUR,2023-10-29 17:03:45.422T12:00:00Z,psn
ocds-hu01ve-8017264,DIPARTIMENTO PER LA TRANSIZIONE DIGITALE DELLA GIUSTIZIA ANALISI STATISTICA E POLITICHE DI COESIONE,96569850587,,MICROSOFT PREMIER SUPPORT 2021,,0.0,EUR,2023-11-21 17:00:26.776T12:00:00Z,microsoft
ocds-hu01ve-8017376,HERA SPA,04245520376,,PATCHING ORACLE DB,ORACLE ITALIA S.R.L.,82189.4,EUR,2023-10-29 17:04:09.277T12:00:00Z,oracle
ocds-hu01ve-8017851,ANAS SPA,80208450587,,LICENZE MICROSOFT IN CONVENZIONE CONSIP MICROSOFT ENTERPRISE AGREEMENT 6 PER INIZIATIVE STRADALI,TELECOM ITALIA S.P.A.,2494360.92,EUR,2023-10-29 17:04:40.398T12:00:00Z,microsoft
ocds-hu01ve-8017876,ANAS SPA,80208450587,,LICENZE MICROSOFT IN CONVENZIONE CONSIP MICROSOFT ENTERPRISE AGREEMENT 6,TELECOM ITALIA S.P.A.,6918724.17,EUR,2023-10-29 17:04:42.616T12:00:00Z,microsoft
ocds-hu01ve-8017971,SACE S.P.A. - SERVIZI ASSICURATIVI DEL COMMERCIO ESTERO (IN FORMA ABBREVIATA SACE S.P.A.),05804521002,,ACQUISTO SPAZI PUBBLICITARI SU GOOGLE ADS,GOOGLE IRELAND LTD,213900.0,EUR,2023-10-29 17:04:27.426T12:00:00Z,google
ocds-hu01ve-8018355,AGENZIA SARDA PER LE POLITICHE ATTIVE DEL LAVORO,92028890926,,ADESIONE ALLA CONVENZIONE CONSIP 'LICENZE SOFTWARE MULTIBRAND 3' LOTTO 6 - SAP STIPULATA TRA LA CONSIP S.P.A PER CONTO DEL MINISTERO DELL'ECONOMIA E DELLE FINANZE E IL RTI ITALWARE SRL - TECHNIS BLU S,,0.0,EUR,2023-10-29 17:04:26.721T12:00:00Z,sap
ocds-hu01ve-8018431,HERA SPA,04245520376,,SALESFORCE - CR GENESYS (ID BDG 2019_2B01),ATOS ITALIA SPA|EVERIS ITALIA SPA|WEBRESULTS S.R.L.|FLORENCE CONSULTING GROUP SRL,120000.0,EUR,2023-10-29 17:04:27.126T12:00:00Z,salesforce
ocds-hu01ve-8018502,AGENZIA SARDA PER LE POLITICHE ATTIVE DEL LAVORO,92028890926,,ADESIONE ALLA CONVENZIONE CONSIP 'LICENZE SOFTWARE MULTIBRAND EDIZIONE 2' LOTTO 1 - LICENZE ORACLE STIPULATA TRA LA CONSIP S.P.A PER CONTO DEL MINISTERO DELL'ECONOMIA E DELLE FINANZE E TELECOM ITALIA ,,0.0,EUR,2023-10-29 17:04:41.513T12:00:00Z,oracle
ocds-hu01ve-8018691,ANAS SPA,80208450587,,AQACQ001-21 - SAP - DETERMINA CDG-0012020-INT DEL 11-01-2021 FORNITURA DI CLORURO DI SODIO PER USO STRADALE - STAGIONE INVERNALE 2021/2022 DI COMPETENZA DEL C.M. A L'AQUILA - EX STRADE PROVINCIALI RIE,,0.0,EUR,2023-10-29 17:04:31.005T12:00:00Z,sap
ocds-hu01ve-8018729,ANAS SPA,80208450587,,AQACQ002-21 - SAP - DETERMINA CDG-0012047-INT DEL 11-01-2021 FORNITURA DI CLORURO DI SODIO PER USO STRADALE - STAGIONE INVERNALE 2021/2022 DI COMPETENZA DEL C.M. A L'AQUILA - STRADE STATALI RICADENTI ,,0.0,EUR,2023-10-29 17:03:57.595T12:00:00Z,sap
ocds-hu01ve-8018825,LICEO SCIENTIFICO STATALE B.ROSETTI,82001310448,,CANONE BIMESTRALE SERVIZI CONNETTIVITÀ TELECOM ITALIA,,0.0,EUR,2023-10-29 17:04:43.907T12:00:00Z,tim
ocds-hu01ve-8018854,AZIENDA USL TOSCANA NORD OVEST,02198590503,,"AGGIUDICAZIONE PROCEDURA NEGOZIATA EX ART. 63, COMMA 2 - LETT. B), D. LGS. N. 50/16, PER L AFFIDAMENTO DEL SERVIZIO DI ASSISTENZA E &#146;MANUTENZIONE DEGLI APPLICATIVI TELECOM ITALIA SPA, IN USO PRES",TELECOM ITALIA SPA,43357.5,EUR,2023-10-29 17:04:19.183T12:00:00Z,tim
ocds-hu01ve-8018944,INSIEL SPA,00118410323,,ID3445 - FORNITURA IN NOLEGGIO DI LICENZE MICROSOFT DI TIPO SPLA,INSIGHT TECHNOLOGY SOLUTIONS ,1494000.0,EUR,2023-10-29 17:03:52.486T12:00:00Z,microsoft
ocds-hu01ve-8018956,DIREZIONE GENERALE DEL SISTEMA INFORMATIVO - MINISTERO DELLA SALUTE,97618930586,,ACQUISTO N. 250 LICENZE D'USO SOFTWARE MICROSOFT OFFICE 2019 ,SOFTWAREONE ITALIA SRL,79500.0,EUR,2023-10-29 17:04:16.393T12:00:00Z,microsoft
ocds-hu01ve-8019879,ESTAR (ENTE DI SUPPORTO TECNICO AMMINISTRATIVO REGIONALE),06485540485,,VAR GROUP - DET. 1316/2020 LOTTO 5 - FORNITURA LICENZE MICROSOFT - FBM,VAR GROUP S.P.A.,156248.7,EUR,2023-10-29 17:04:25.436T12:00:00Z,microsoft
ocds-hu01ve-8020348,CASSA NAZ LE PREV ZA ASS ZA DOTTORI COMMERCIALISTI,80021670585,,AFFIDAMENTO DEI SERVIZI DI SUPPORTO ED AGGIORNAMENTO SU SOFTWARE ORACLE DELLA CASSA NAZIONALE DI PREVIDENZA E ASSISTENZA DEI DOTTORI COMMERCIALISTI,,0.0,EUR,2023-10-29 17:03:43.274T12:00:00Z,oracle
ocds-hu01ve-8020405,AZIENDA SOCIO SANITARIA TERRITORIALE DI BERGAMO EST,04114380167,,FORNITURA SERVIZI IN CLOUD MICROSOFT AZURE MONETARY COMMITMENT ,TIM SPA,188950.0,EUR,2023-10-29 17:03:43.572T12:00:00Z,microsoft
ocds-hu01ve-8020723,COMUNE DI BOLOGNA,01232710374,,"SERVIZIO DI RINNOVO, PER L'ANNO 2021, DELLE LICENZE D'USO DEL SOFTWARE SAP E BUSINESS OBJECTS",SAP ITALIA SISTEMI APPLICAZIONI PRODOTTI SPA,157475.25,EUR,2023-10-29 17:03:44.465T12:00:00Z,sap
ocds-hu01ve-8020750,AZIENDA LOMBARDA PER L'EDILIZIA RESIDENZIALE DI PAVIA-LODI,00182090183,,LAVORI DI M.S. PER INTERVENTI DI EFFICIENTAMENTO ENERGETICO DI 2 EDIFICI SAP (SERVIZI ABITATIVI PUBBLICI) LOCALIZZATI IN PAVIA VIA SCALA NN. 20 E 26 ,PAOLO BELTRAMI COSTRUZIONI S.P.A.|PAOLO BELTRAMI COSTRUZIONI S.P.A.,326676.83,EUR,2023-10-29 17:04:25.305T12:00:00Z,sap
ocds-hu01ve-8020828,UNIACQUE S.P.A.,03299640163,,CONTRATTO DI SUPPORTO SAP - ANNO 2021 ,,0.0,EUR,2023-10-29 17:04:31.145T12:00:00Z,sap
ocds-hu01ve-8020877,MINISTERO GRAZIA E GIUSTIZIA-DIPART.TO AMMIN. PENITENZIARIA,80184430587,,FORNITURA DI 'AZURE SENTINEL',,0.0,EUR,2023-10-29 17:03:43.999T12:00:00Z,microsoft
ocds-hu01ve-8021121,AZIENDA REGIONALE PER L INNOVAZIONE E GLI ACQUISTI S.P.A.,05017630152,,"ARIA_2020_476_SERVIZI TIM CITY FORECAST DATA MOVEMENTS - PROVINCIA O REGIONE, TIM CITY FORECAST ? DATA MOVEMENTS MOBILITÀ COMUNE E TIM CITY FORECAST SERVIZIO PROFESSIONALE DATA SCIENTIST",TELECOM ITALIA SPA,63849.99,EUR,2023-10-29 17:04:24.601T12:00:00Z,tim
ocds-hu01ve-8021472,ANPAL SERVIZI SPA,01530510542,,"PROCEDURA AI SENSI DELL'ART. 63 DEL D.LGS. N. 50/2016 E S.M.I. COSÌ COME PREVISTO DALL'ART.1, COMMA 2, LETT. B) DEL D.L. 76/2020 CONVERTITO NELLA LEGGE 120/2020 PER LA SELEZIONE DI UN OPERATORE ECONOM",,0.0,EUR,2023-10-29 17:03:44.474T12:00:00Z,sap
ocds-hu01ve-8021549,AZIENDA UNITA SANITARIA LOCALE DI REGGIO EMILIA,01598570354,,SERVIZI MICROSOFT AZURE SERVER AND CLOUD ENROLLMENT (SCE). POS. 5/28-2021 MS,,0.0,EUR,2023-10-29 17:04:31.373T12:00:00Z,microsoft
ocds-hu01ve-8022050,AGENZIA DI TUTELA DELLA SALUTE DELLA CITTA METROPOLITANA DI MILANO,09320520969,,"PROCEDURA APERTA SOPRA LA SOGLIA COMUNITARIA, AI SENSI DELL'ART. 60 DEL D.LGS 50/2016 E S.M.I., FINALIZZATA ALL'ACQUISIZIONE DEL SERVIZIO CLOUD PUBBLICO MICROSOFT AZURE, PER UN PERIODO DI 36 MESI, NEC",POSTEL SPA,362491.21,EUR,2023-10-29 17:03:53.002T12:00:00Z,microsoft
ocds-hu01ve-8022140,ANAS SPA,80208450587,,AQACQOO3-21 - SAP - DETERMINA A CONTRARRE CDG-14850-INT. DEL 12.01.2021 - FORNITURA DI CLORURO DI SODIO PER USO STRADALE - STAGIONE INVERNALE 2021/2022 LUNGO LE EX STRADE PROVINCIALI RIENTRATE IN ANAS,,0.0,EUR,2023-10-29 17:04:32.573T12:00:00Z,sap
ocds-hu01ve-8022167,ANAS SPA,80208450587,,AQACQ004-21 - SAP -DETERMINA A CONTRARE CDG-14814-INT. DEL 12.01.2021 - FORNITURA DI CLORURO DI SODIO PER USO STRADALE - STAGIONE INVERNALE 2021/2022 LUNGO LE STRADE STATALI DI COMPETENZA DEL C.M. C P,,0.0,EUR,2023-10-29 17:04:25.068T12:00:00Z,sap
ocds-hu01ve-8022196,COTRAL S.P.A.,06043731006,,CANONE LICENZE SUPPORTO ORACLE ANNO 2021,ORACLE ITALIA S.R.L.,229138.58,EUR,2023-10-29 17:03:43.669T12:00:00Z,oracle
ocds-hu01ve-8022362,ALTO CALORE SERVIZI SPA,00080810641,,CONVENZIONE SPC2 FASTWEB SPA SEDE DI MANOCALZATI. POTENZIAMENTO CONNETTIVITA',,0.0,EUR,2023-10-29 17:03:42.958T12:00:00Z,fastweb
ocds-hu01ve-8022363,ACQUEDOTTO PUGLIESE SPA,00347000721,,SUPPORT RENEWALS SW ORACLE,,0.0,EUR,2023-10-28 16:10:19.770T12:00:00Z,oracle
